Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC,,
Mat-alpha-YER061C  ,Mat-alpha,10198,YER061C  ,S000000863,856790,CEM1,Mitochondrial beta-keto-acyl synthase with possible role in fatty acid synthesis; required for mitochondrial respiration,,MatAlpha_121_E1,,
Mat-alpha-YHL007C  ,Mat-alpha,10956,YHL007C  ,S000000999,856382,STE20,"Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family; involved in pheromone response, pseudohyphal/invasive growth, vacuole inheritance, down-regulation of sterol uptake; GBB motif binds Ste4p",,MatAlpha_121_E10,,
Mat-alpha-YHL005C  ,Mat-alpha,10959,YHL005C  ,S000000997,,YHL004W,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YHL004W",MatAlpha_121_E11,,
Mat-alpha-YHL003C  ,Mat-alpha,10960,YHL003C  ,S000000995,856386,LAG1,"Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p; forms ER foci upon DNA replication stress; LAG1 has a paralog, LAC1, that arose from the whole genome duplication",,MatAlpha_121_E12,,
Mat-alpha-YER066C-A,Mat-alpha,10204,YER066C-A,S000002959,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YER067W",MatAlpha_121_E2,,
Mat-alpha-YER079W  ,Mat-alpha,10219,YER079W  ,S000000881,856812,YER079W,Putative protein of unknown function,,MatAlpha_121_E3,,
Mat-alpha-YHL042W  ,Mat-alpha,10921,YHL042W  ,S000001034,856343,YHL042W,"Putative protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins",,MatAlpha_121_E4,,
Mat-alpha-YHL041W  ,Mat-alpha,10922,YHL041W  ,S000001033,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_121_E5,,
Mat-alpha-YHL030W  ,Mat-alpha,10933,YHL030W  ,S000001022,856355,ECM29,Scaffold protein; assists in association of the proteasome core particle with the regulatory particle; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress,,MatAlpha_121_E6,,
Mat-alpha-YHL029C  ,Mat-alpha,10934,YHL029C  ,S000001021,856356,OCA5,"Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts",,MatAlpha_121_E7,,
Mat-alpha-YHL021C  ,Mat-alpha,10942,YHL021C  ,S000001013,856365,AIM17,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss",,MatAlpha_121_E8,,
Mat-alpha-YHL016C  ,Mat-alpha,10947,YHL016C  ,S000001008,856370,DUR3,"Plasma membrane transporter for both urea and polyamines, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway",,MatAlpha_121_E9,,
Mat-alpha-YHR010W  ,Mat-alpha,10973,YHR010W  ,S000001052,856401,RPL27A,"Ribosomal 60S subunit protein L27A; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27A has a paralog, RPL27B, that arose from the whole genome duplication",,MatAlpha_121_F1,,
Mat-alpha-YKL178C  ,Mat-alpha,15028,YKL178C  ,S000001661,853677,STE3,"Receptor for a factor pheromone, couples to MAP kinase cascade to mediate pheromone response; transcribed in alpha cells and required for mating by alpha cells, ligand bound receptors endocytosed and recycled to the plasma membrane; GPCR",,MatAlpha_121_F10,,
Mat-alpha-YOR212W  ,Mat-alpha,12468,YOR212W  ,S000005738,854387,STE4,"G protein beta subunit, forms a dimer with Ste18p to activate the mating signaling pathway, forms a heterotrimer with Gpa1p and Ste18p to dampen signaling; may recruit Rho1p to the polarized growth site during mating; contains WD40 repeats",,MatAlpha_121_F11,,
Mat-alpha-YHR150W  ,Mat-alpha,12844,YHR150W  ,S000001193,856555,PEX28,"Peroxisomal integral membrane peroxin, involved in the regulation of peroxisomal size, number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p",,MatAlpha_121_F2,,
Mat-alpha-YHR176W  ,Mat-alpha,12870,YHR176W  ,S000001219,856581,FMO1,"Flavin-containing monooxygenase, localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins",,MatAlpha_121_F3,,
Mat-alpha-YHR177W  ,Mat-alpha,12871,YHR177W  ,S000001220,856582,YHR177W,Putative protein of unknown function; overexpression causes a cell cycle delay or arrest,,MatAlpha_121_F4,,
Mat-alpha-YCL032W  ,Mat-alpha,13439,YCL032W  ,S000000537,850325,STE50,"Protein involved in mating response, invasive/filamentous growth, and osmotolerance, acts as an adaptor that links G protein-associated Cdc42p-Ste20p complex to the effector Ste11p to modulate signal transduction",,MatAlpha_121_F5,,
Mat-alpha-YCR002C  ,Mat-alpha,13482,YCR002C  ,S000000595,850358,CDC10,"Component of the septin ring, required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells; N-terminus interacts with phosphatidylinositol-4,5-bisphosphate; protein abundance increases under DNA damage stress",,MatAlpha_121_F6,,
Mat-alpha-YKL068W  ,Mat-alpha,14917,YKL068W  ,S000001551,853796,NUP100,"FG-nucleoporin component of central core of the nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog, NUP116, that arose from the whole genome duplication",,MatAlpha_121_F7,,
Mat-alpha-YKL135C  ,Mat-alpha,14985,YKL135C  ,S000001618,853723,APL2,Beta-adaptin subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting; protein abundance increases in response to DNA replication stress,,MatAlpha_121_F8,,
Mat-alpha-YKL177W  ,Mat-alpha,15027,YKL177W  ,S000001660,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene STE3",MatAlpha_121_F9,,
Mat-alpha-YJL204C  ,Mat-alpha,11221,YJL204C  ,S000003740,853226,RCY1,F-box protein involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth,,MatAlpha_121_G1,,
Mat-alpha-YLR231C  ,Mat-alpha,15140,YLR231C  ,S000004221,850933,BNA5,"Kynureninase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p",,MatAlpha_121_G10,,
Mat-alpha-YLR232W  ,Mat-alpha,15141,YLR232W  ,S000004222,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene BNA5",MatAlpha_121_G11,,
Mat-alpha-YLR236C  ,Mat-alpha,15145,YLR236C  ,S000004226,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_121_G12,,
Mat-alpha-YJL201W  ,Mat-alpha,11224,YJL201W  ,S000003737,853229,ECM25,Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p,,MatAlpha_121_G2,,
Mat-alpha-YJL184W  ,Mat-alpha,11241,YJL184W  ,S000003720,853255,GON7,"Component of the EKC/KEOPS protein complex with Kae1p, Cgi121p, Pcc1p, and Bud32p; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription; implicated in osmotic stress response",,MatAlpha_121_G3,,
Mat-alpha-YJL138C  ,Mat-alpha,11287,YJL138C  ,S000003674,853303,TIF2,"Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF2 has a paralog, TIF1, that arose from the whole genome duplication",,MatAlpha_121_G4,,
Mat-alpha-YJL130C  ,Mat-alpha,11295,YJL130C  ,S000003666,853311,URA2,"Bifunctional carbamoylphosphate synthetase (CPSase)-aspartate transcarbamylase (ATCase), catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP",,MatAlpha_121_G5,,
Mat-alpha-YDR173C  ,Mat-alpha,13531,YDR173C  ,S000002580,851753,ARG82,"Inositol polyphosphate multikinase (IPMK), sequentially phosphorylates Ins(1,4,5)P3 to form Ins(1,3,4,5,6)P5; also has diphosphoinositol polyphosphate synthase activity; regulates arginine-, phosphate-, and nitrogen-responsive genes",,MatAlpha_121_G6,,
Mat-alpha-YDR227W  ,Mat-alpha,13586,YDR227W  ,S000002635,851813,SIR4,"Silent information regulator that, together with SIR2 and SIR3, is involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; potentially phosphorylated by Cdc28p; some alleles of SIR4 prolong lifespan",,MatAlpha_121_G7,,
Mat-alpha-YCL030C  ,Mat-alpha,13437,YCL030C  ,S000000535,850327,HIS4,"Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase, phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activities; catalyzes the second, third, ninth and tenth steps in histidine biosynthesis",,MatAlpha_121_G8,,
Mat-alpha-YLR228C  ,Mat-alpha,15137,YLR228C  ,S000004218,850928,ECM22,"Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes; contains Zn[2]-Cys[6] binuclear cluster; relocates from intracellular membranes to perinuclear foci on sterol depletion; ECM22 has a paralog, UPC2, that arose from the whole genome duplication",,MatAlpha_121_G9,,
Mat-alpha-YLR238W  ,Mat-alpha,15147,YLR238W  ,S000004228,850939,FAR10,"Protein involved in recovery from cell cycle arrest in response to pheromone; in a Far1p-independent pathway; interacts with Far3p, Far7p, Far8p, Far9p, and Far11p; potential Cdc28p substrate; FAR10 has a paralog, VPS64, that arose from the whole genome duplication",,MatAlpha_121_H1,,
Mat-alpha-YLR254C  ,Mat-alpha,15163,YLR254C  ,S000004244,850956,NDL1,"Homolog of nuclear distribution factor NudE, NUDEL; interacts with Pac1p and regulates dynein targeting to microtubule plus ends",,MatAlpha_121_H10,,
Mat-alpha-YLR255C  ,Mat-alpha,15164,YLR255C  ,S000004245,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_121_H11,,
Mat-alpha-YLR257W  ,Mat-alpha,15166,YLR257W  ,S000004247,850961,YLR257W,Protein of unknown function; protein abundance increases in response to DNA replication stress,,MatAlpha_121_H12,,
Mat-alpha-YLR241W  ,Mat-alpha,15150,YLR241W  ,S000004231,850942,YLR241W,"Putative protein of unknown function, may be involved in detoxification",,MatAlpha_121_H2,,
Mat-alpha-YLR247C  ,Mat-alpha,15156,YLR247C  ,S000004237,850949,IRC20,Putative helicase; localizes to the mitochondrion and the nucleus; YLR247C is not an essential gene; null mutant displays increased levels of spontaneous Rad52p foci,,MatAlpha_121_H4,,
Mat-alpha-YLR248W  ,Mat-alpha,15157,YLR248W  ,S000004238,850950,RCK2,"Protein kinase involved in response to oxidative and osmotic stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; similar to CaM (calmodulin) kinases; RCK2 has a paralog, RCK1, that arose from the whole genome duplication",,MatAlpha_121_H5,,
Mat-alpha-YLR250W  ,Mat-alpha,15159,YLR250W  ,S000004240,850952,SSP120,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,,MatAlpha_121_H6,,
Mat-alpha-YLR251W  ,Mat-alpha,15160,YLR251W  ,S000004241,850953,SYM1,Protein required for ethanol metabolism; induced by heat shock and localized to the inner mitochondrial membrane; homologous to mammalian peroxisomal membrane protein Mpv17,,MatAlpha_121_H7,,
Mat-alpha-YLR252W  ,Mat-alpha,15161,YLR252W  ,S000004242,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SYM1, a mitochondrial protein involved in ethanol metabolism",MatAlpha_121_H8,,
Mat-alpha-YLR253W  ,Mat-alpha,15162,YLR253W  ,S000004243,850955,YLR253W,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; transcription is periodic during the metabolic cycle; YLR253W is not an essential gene",,MatAlpha_121_H9,,
Mat-alpha-YLR258W  ,Mat-alpha,15167,YLR258W  ,S000004248,850962,GSY2,"Glycogen synthase; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase; GSY2 has a paralog, GSY1, that arose from the whole genome duplication; relocalizes from cytoplasm to plasma membrane upon DNA replication stress",,MatAlpha_122_A1,,
Mat-alpha-YLR268W  ,Mat-alpha,15177,YLR268W  ,S000004258,850973,SEC22,"R-SNARE protein; assembles into SNARE complex with Bet1p, Bos1p and Sed5p; cycles between the ER and Golgi complex; involved in anterograde and retrograde transport between the ER and Golgi; synaptobrevin homolog",,MatAlpha_122_A10,,
Mat-alpha-YLR269C  ,Mat-alpha,15178,YLR269C  ,S000004259,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_122_A11,,
Mat-alpha-YLR261C  ,Mat-alpha,15170,YLR261C  ,S000004251,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene YPT6; deletion causes a vacuolar protein sorting defect",MatAlpha_122_A3,,
Mat-alpha-YLR262C  ,Mat-alpha,15171,YLR262C  ,S000004252,850966,YPT6,"Rab family GTPase, Ras-like GTP binding protein involved in the secretory pathway, required for fusion of endosome-derived vesicles with the late Golgi, maturation of the vacuolar carboxypeptidase Y; has similarity to the human GTPase, Rab6",,MatAlpha_122_A4,,
Mat-alpha-YLR263W  ,Mat-alpha,15172,YLR263W  ,S000004253,850968,RED1,"Protein component of the synaptonemal complex axial elements, involved in chromosome segregation during the first meiotic division; critical for coupling checkpoint signaling to SC formation; interacts with Hop1p, Mec3p and Ddc1p",,MatAlpha_122_A5,,
Mat-alpha-YLR264W  ,Mat-alpha,15173,YLR264W  ,S000004254,850969,RPS28B,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S28, no bacterial homolog; RPS28B has a paralog, RPS28A, that arose from the whole genome duplication",,MatAlpha_122_A6,,
