Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC
MATa-YKL192C,Mat-a,25042,YKL192C,S000001675,853642,ACP1,"Mitochondrial matrix acyl carrier protein, involved in biosynthesis of octanoate, which is a precursor to lipoic acid; activated by phosphopantetheinylation catalyzed by Ppt2p",NA,8 D_5
MATa-YKL195W,Mat-a,27033,YKL195W,S000001678,853639,MIA40,"Oxidoreductase that mediates mitochondrial intermembrane space import; substrates include small proteins containing twin cysteine motifs; acts in concert with Erv1p, which oxidizes the cysteine residues of Mia40p to comprise a disulfide relay system that catalyzes import; also mediates folding of Atp23p",NA,8 D_7
MATa-YKL203C,Mat-a,25053,YKL203C,S000001686,853632,TOR2,"PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that regulates growth in response to nutrients and TORC2, a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog, TOR1, that arose from the whole genome duplication",NA,8 D_8
MATa-YKL210W,Mat-a,25060,YKL210W,S000001693,853670,UBA1,Ubiquitin activating enzyme (E1); involved in ubiquitin-mediated protein degradation and essential for viability; protein abundance increases in response to DNA replication stress,NA,8 D_9
MATa-YKR002W,Mat-a,25073,YKR002W,S000001710,853871,PAP1,"Poly(A) polymerase, one of three factors required for mRNA 3'-end polyadenylation, forms multiprotein complex with polyadenylation factor I (PF I), also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping",NA,8 D_10
MATa-YKR004C,Mat-a,27040,YKR004C,S000001712,853873,ECM9,Non-essential protein of unknown function,NA,8 D_11
MATa-YKR022C,Mat-a,NA,YKR022C,NA,NA,YKR022C,NA,NA,8 D_12
MATa-YKR025W,Mat-a,25096,YKR025W,S000001733,853895,RPC37,RNA polymerase III subunit C37,NA,8 E_1
MATa-YKR038C,Mat-a,27049,YKR038C,S000001746,853910,KAE1,"Highly conserved ATPase of HSP70/DnaK family; component of the EKC/KEOPS complex with Bud32p, Cgi121p, Pcc1p, and Gon7p; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription",NA,8 E_2
MATa-YKR063C,Mat-a,25134,YKR063C,S000001771,853937,LAS1,Protein required for pre-rRNA processing at both ends of ITS2; functions with Grc3p in a conserved mechanism to modulate rRNA processing and ribosome biogenesis; may coordinate the action of the Rat1p-Rai1p exoRNAse; required for the G1/S cell cycle transition; human ortholog is Las1L; mutants require the SSD1-v allele for viability,NA,8 E_4
MATa-YKR068C,Mat-a,25984,YKR068C,S000001776,853942,BET3,Hydrophilic protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles; component of the TRAPP (transport protein particle) complex,NA,8 E_5
MATa-YKR071C,Mat-a,25987,YKR071C,S000001779,853945,DRE2,Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18pin an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress,NA,8 E_6
MATa-YKR079C,Mat-a,25995,YKR079C,S000001787,853954,TRZ1,tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2,NA,8 E_7
MATa-YKR081C,Mat-a,25997,YKR081C,S000001789,853956,RPF2,Essential protein involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles,NA,8 E_8
MATa-YLL004W,Mat-a,21492,YLL004W,S000003927,850656,ORC3,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing",NA,8 E_9
MATa-YLL011W,Mat-a,21499,YLL011W,S000003934,850649,SOF1,Essential protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p,NA,8 E_10
MATa-YLL031C,Mat-a,21519,YLL031C,S000003954,850628,GPI13,ER membrane localized phosphoryltransferase that adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor; similar to human PIG-O protein,NA,8 E_12
MATa-YLL035W,Mat-a,21523,YLL035W,S000003958,850624,GRC3,Polynucleotide kinase present on rDNA; required for efficient transcription termination by RNA polymerase I; functions with Las1p in a conserved mechanism to modulate rRNA processing and ribosome biogenesis; required for cell growth; mRNA is cell-cycle regulated,NA,8 F_1
MATa-YLL037W,Mat-a,21525,YLL037W,NA,NA,NA,NA,Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor,8 F_3
MATa-YLL050C,Mat-a,21538,YLL050C,S000003973,850676,COF1,"Cofilin, involved in pH-dependent actin filament depolarization; binds both actin monomers and filaments and severs filaments; involved in the selective sorting, export of the secretory cargo from the late golgi; genetically interacts with pmr1; thought to be regulated by phosphorylation at SER4; ubiquitous and essential in eukaryotes",NA,8 F_4
MATa-YLR002C,Mat-a,21557,YLR002C,S000003992,850688,NOC3,"Component of a nuclear complex with Noc2p and pre-replicative complexes; the Noc2p-Noc3p complex binds to 66S ribosomal precursors to mediate their maturation and intranuclear transport; binds to chromatin at active replication origins, and is required for pre-RC formation and maintenance during DNA replication licensing",NA,8 F_5
MATa-YLR005W,Mat-a,21560,YLR005W,S000003995,850691,SSL1,"Component of the core form of RNA polymerase transcription factor TFIIH, which has both protein kinase and DNA-dependent ATPase/helicase activities and is essential for transcription and nucleotide excision repair; interacts with Tfb4p",NA,8 F_6
MATa-YLR007W,Mat-a,21562,YLR007W,S000003997,850693,NSE1,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair,NA,8 F_7
MATa-YLR009W,Mat-a,21564,YLR009W,S000003999,850695,RLP24,"Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp",NA,8 F_8
MATa-YLR010C,Mat-a,21565,YLR010C,S000004000,850696,TEN1,Protein that regulates telomeric length; protects telomeric ends in a complex with Cdc13p and Stn1p,NA,8 F_9
MATa-YLR022C,Mat-a,NA,YLR022C,NA,NA,YLR022C,NA,NA,8 F_10
MATa-YLR026C,Mat-a,21581,YLR026C,S000004016,850713,SED5,"cis-Golgi t-SNARE syntaxin required for vesicular transport between the ER and the Golgi complex, binds at least 9 SNARE proteins",NA,8 F_11
MATa-YLR033W,Mat-a,26431,YLR033W,S000004023,850720,RSC58,"Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance",NA,8 G_1
MATa-YLR066W,Mat-a,22677,YLR066W,S000004056,850755,SPC3,"Subunit of signal peptidase complex (Spc1p, Spc2p, Spc3p, Sec11p), which catalyzes cleavage of N-terminal signal sequences of proteins targeted to the secretory pathway; homologous to mammalian SPC22/23",NA,8 G_5
MATa-YLR076C,Mat-a,22687,YLR076C,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the essential gene RPL10 which encodes the ribosomal protein L10",8 G_7
MATa-YLR078C,Mat-a,22689,YLR078C,S000004068,850767,BOS1,"v-SNARE (vesicle specific SNAP receptor), localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi",NA,8 G_8
MATa-YLR086W,Mat-a,22697,YLR086W,S000004076,850775,SMC4,Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,NA,8 G_9
MATa-YLR103C,Mat-a,22714,YLR103C,S000004093,850793,CDC45,"DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p, recruits elongation machinery; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes",NA,8 H_1
MATa-YLR105C,Mat-a,22716,YLR105C,S000004095,850795,SEN2,"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen2p contains the active site for tRNA 5' splice site cleavage and has similarity to Sen34p and to Archaeal tRNA splicing endonuclease",NA,8 H_2
MATa-YLR106C,Mat-a,22717,YLR106C,S000004096,850796,MDN1,"Huge dynein-related AAA-type ATPase (midasin), forms extended pre-60S particle with the Rix1 complex (Rix1p-Ipi1p-Ipi3p); acts in removal of ribosomal biogenesis factors at successive steps of pre-60S assembly and export from nucleus",NA,8 H_3
MATa-YLR115W,Mat-a,22726,YLR115W,S000004105,850806,CFT2,"Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage, polyadenylation and poly(A) site recognition, 43% similarity with the mammalian CPSF-100 protein.",NA,8 H_4
MATa-YLR117C,Mat-a,22728,YLR117C,S000004107,850808,CLF1,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins",NA,8 H_5
MATa-YLR132C,Mat-a,NA,YLR132C,NA,NA,YLR132C,NA,NA,8 H_8
MATa-YLR140W,Mat-a,24097,YLR140W,NA,NA,NA,NA,Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I,8 H_9
MATa-YLR141W,Mat-a,24098,YLR141W,S000004131,850832,RRN5,"Protein involved in transcription of rDNA by RNA polymerase I; transcription factor, member of UAF (upstream activation factor) family along with Rrn9p and Rrn10p",NA,8 H_10
MATa-YLR145W,Mat-a,24102,YLR145W,S000004135,850837,RMP1,"Subunit of RNase MRP, which processes pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs; unlike most subunits, not shared between RNase MRP and nuclear RNase P",NA,8 H_11
MATa-YLR147C,Mat-a,24104,YLR147C,S000004137,850839,SMD3,"Core Sm protein Sm D3; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D3",NA,8 H_12
MATa-YLR153C,Mat-a,26946,YLR153C,S000004143,850846,ACS2,"Acetyl-coA synthetase isoform which, along with Acs1p, is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions",NA,9 A_1
MATa-YLR166C,Mat-a,24115,YLR166C,S000004156,850863,SEC10,Essential 100kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion,NA,9 A_2
MATa-YLR167W,Mat-a,24116,YLR167W,S000004157,850864,RPS31,"Fusion protein cleaved to yield ribosomal protein S31 and ubiquitin; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; interacts genetically with translation factor eIF2B; homologous to mammalian ribosomal protein S27A, no bacterial homolog",NA,9 A_3
MATa-YLR195C,Mat-a,24144,YLR195C,S000004185,850892,NMT1,"N-myristoyl transferase, catalyzes the cotranslational, covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction",NA,9 A_5
MATa-YLR196W,Mat-a,24145,YLR196W,S000004186,850893,PWP1,Protein with WD-40 repeats involved in rRNA processing; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily,NA,9 A_6
MATa-YLR197W,Mat-a,NA,YLR197W,NA,NA,SIK1,NA,NA,9 A_7
MATa-YLR198C,Mat-a,24147,YLR198C,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SIK1/YLR197W",9 A_8
MATa-YLR212C,Mat-a,24161,YLR212C,S000004202,850909,TUB4,Gamma-tubulin; involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body; protein abundance increases in response to DNA replication stress,NA,9 A_10
MATa-YLR222C,Mat-a,24171,YLR222C,S000004212,850919,UTP13,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",NA,9 A_11
MATa-YLR243W,Mat-a,NA,YLR243W,NA,NA,YLR243W,NA,NA,9 B_3
MATa-YLR249W,Mat-a,25158,YLR249W,S000004239,850951,YEF3,"Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex; contains two ABC cassettes; binds and hydrolyzes ATP; YEF3 has a paralog, HEF3, that arose from the whole genome duplication",NA,9 B_4
MATa-YLR259C,Mat-a,25168,YLR259C,S000004249,850963,HSP60,Tetradecameric mitochondrial chaperonin required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated,NA,9 B_5
MATa-YLR274W,Mat-a,NA,YLR274W,NA,NA,CDC46,NA,NA,9 B_6
MATa-YLR276C,Mat-a,25185,YLR276C,S000004266,850982,DBP9,"DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain",NA,9 B_8
MATa-YLR291C,Mat-a,25201,YLR291C,S000004282,850998,GCD7,"Beta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression",NA,9 B_9
MATa-YLR305C,Mat-a,25213,YLR305C,S000004296,851014,STT4,"Phosphatidylinositol-4-kinase that functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology, cell wall integrity, and actin cytoskeleton organization",NA,9 B_10
MATa-YLR310C,Mat-a,25218,YLR310C,S000004301,851019,CDC25,Membrane bound guanine nucleotide exchange factor (GEF or GDP-release factor); indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1,NA,9 B_11
MATa-YLR314C,Mat-a,25223,YLR314C,S000004306,851024,CDC3,Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble with other septins into rod-like complexes that can associate with other rods to form filament polymers; septin rings at the mother-bud neck act as scaffolds for recruiting factors needed for cell division and as barriers to prevent diffusion of specific proteins between mother and daughter cells,NA,9 B_12
